13
1.25 1.1111111111111112 1.0 0.9090909090909091 0.8333333333333334 0.7692307692307692 0.7142857142857143 0.6666666666666666 0.625 0.5882352941176471 0.5555555555555556 0.5263157894736842 0.5
0 
0 
1 
1.218158 0.010000 
1.235672 0.010000 
1.255731 0.010000 
1.270165 0.010000 
1.278563 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
1 
2.335115 0.010000 
2.355202 0.010000 
2.375638 0.010000 
2.401687 0.010000 
2.422940 0.010000 
2.439129 0.010000 
2.450043 0.010000 
2.455536 0.010000 
2.450043 0.010000 
2.428313 0.010000 
2.396431 0.010000 
2.350148 0.010000 
-1.000000 0.010000 
1 
2.324654 0.010000 
2.324654 0.010000 
2.328704 0.010000 
2.332768 0.010000 
2.345045 0.010000 
2.357453 0.010000 
2.382666 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
0 
1 
1.401986 0.010000 
1.414302 0.010000 
1.422634 0.010000 
1.428948 0.010000 
1.426837 0.010000 
1.416376 0.010000 
1.397928 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
0 
0 
0 
1 
2.938639 0.010000 
2.938639 0.010000 
2.919113 0.010000 
2.899845 0.010000 
2.862062 0.010000 
2.798258 0.010000 
2.703548 0.010000 
2.554224 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
0 
0 
0 
0 
0 
0 
1 
2.161437 0.010000 
2.161437 0.010000 
2.157957 0.010000 
2.151029 0.010000 
2.140721 0.010000 
2.123758 0.010000 
2.100456 0.010000 
2.077661 0.010000 
2.045941 0.010000 
2.015174 0.010000 
1.985320 0.010000 
1.953485 0.010000 
1.925418 0.010000 
1 
3.073017 0.010000 
3.067597 0.010000 
3.040783 0.010000 
2.983409 0.010000 
2.908575 0.010000 
2.823584 0.010000 
2.747753 0.010000 
2.680012 0.010000 
2.623420 0.010000 
2.572970 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
0 
0 
0 
0 
0 
0 
1 
4.078607 0.010000 
4.071694 0.010000 
4.064804 0.010000 
4.044275 0.010000 
4.010517 0.010000 
3.964190 0.010000 
3.906178 0.010000 
3.843679 0.010000 
3.777200 0.010000 
3.718730 0.010000 
3.667633 0.010000 
3.623378 0.010000 
3.574850 0.010000 
1 
2.861158 0.010000 
2.891923 0.010000 
2.923357 0.010000 
2.955482 0.010000 
2.982797 0.010000 
2.993865 0.010000 
2.993865 0.010000 
2.977293 0.010000 
2.950079 0.010000 
2.907555 0.010000 
2.856094 0.010000 
2.806423 0.010000 
-1.000000 0.010000 
1 
3.628823 0.010000 
3.635326 0.010000 
3.628823 0.010000 
3.603041 0.010000 
3.540160 0.010000 
3.443993 0.010000 
3.336368 0.010000 
3.250820 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
0 
0 
0 
0 
0 
1 
1.516028 0.010000 
1.531059 0.010000 
1.553057 0.010000 
1.582617 0.010000 
1.620581 0.010000 
1.660411 0.010000 
1.696904 0.010000 
1.721222 0.010000 
1.732256 0.010000 
1.732256 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
1 
1.859069 0.010000 
1.842654 0.010000 
1.818567 0.010000 
1.787414 0.010000 
1.749942 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
-1.000000 0.010000 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
