 11
 2.000000  1.000000  0.500000  0.333333  0.250000  0.200000  0.166667  0.142857  0.125000  0.111111  0.100000 
 0
 1
0.992239  0.010000
0.809462  0.010000
0.675822  0.010000
0.620985  0.010000
0.557094  0.010000
0.520333  0.010000
0.507771  0.010000
0.496277  0.010000
0.473059  0.010000
0.478113  0.010000
0.491685  0.010000
 1
1.816842  0.010000
1.496592  0.010000
1.221621  0.010000
1.109668  0.010000
1.017638  0.010000
0.942271  0.010000
0.929245  0.010000
0.906720  0.010000
0.888402  0.010000
0.890167  0.010000
0.866338  0.010000
 1
2.353700  0.010000
1.936386  0.010000
1.599088  0.010000
1.437043  0.010000
1.304535  0.010000
1.251953  0.010000
1.193827  0.010000
1.188380  0.010000
1.181125  0.010000
1.163759  0.010000
1.157870  0.010000
 1
2.566336  0.010000
2.106742  0.010000
1.826373  0.010000
1.659815  0.010000
1.485345  0.010000
1.362537  0.010000
1.301485  0.010000
1.292679  0.010000
1.278411  0.010000
1.261388  0.010000
1.244238  0.010000
 1
2.395224  0.010000
1.924560  0.010000
1.603879  0.010000
1.435544  0.010000
1.315420  0.010000
1.252246  0.010000
1.211149  0.010000
1.180170  0.010000
1.181024  0.010000
1.170005  0.010000
1.163412  0.010000
 1
1.813022  0.010000
1.501253  0.010000
1.238293  0.010000
1.134111  0.010000
1.022270  0.010000
0.967456  0.010000
0.926299  0.010000
0.895654  0.010000
0.894085  0.010000
0.882964  0.010000
0.879661  0.010000
 1
0.989706  0.010000
0.801764  0.010000
0.658074  0.010000
0.596503  0.010000
0.546246  0.010000
0.521758  0.010000
0.491828  0.010000
0.495196  0.010000
0.486986  0.010000
0.495521  0.010000
0.477307  0.010000
 0
 0
 1
0.985888  0.010000
0.798143  0.010000
0.655259  0.010000
0.605580  0.010000
0.547074  0.010000
0.524321  0.010000
0.493996  0.010000
0.512647  0.010000
0.488949  0.010000
0.494256  0.010000
0.478669  0.010000
 1
1.820319  0.010000
1.501495  0.010000
1.240406  0.010000
1.100668  0.010000
0.998905  0.010000
0.947362  0.010000
0.913988  0.010000
0.911466  0.010000
0.895990  0.010000
0.889148  0.010000
0.873964  0.010000
 1
2.387624  0.010000
1.956642  0.010000
1.612084  0.010000
1.462556  0.010000
1.316064  0.010000
1.255940  0.010000
1.215835  0.010000
1.193277  0.010000
1.168426  0.010000
1.169485  0.010000
1.154204  0.010000
 1
2.567434  0.010000
2.114718  0.010000
1.842078  0.010000
1.646297  0.010000
1.469909  0.010000
1.358134  0.010000
1.318031  0.010000
1.261866  0.010000
1.266906  0.010000
1.252492  0.010000
1.248661  0.010000
 1
2.377696  0.010000
1.948995  0.010000
1.632425  0.010000
1.446626  0.010000
1.322359  0.010000
1.236153  0.010000
1.207577  0.010000
1.176405  0.010000
1.176022  0.010000
1.174748  0.010000
1.163396  0.010000
 1
1.814938  0.010000
1.478290  0.010000
1.249449  0.010000
1.132371  0.010000
1.015435  0.010000
0.948439  0.010000
0.940123  0.010000
0.904944  0.010000
0.895404  0.010000
0.901692  0.010000
0.873722  0.010000
 0
 0
 0
 1
0.964587  0.010000
0.811538  0.010000
0.671032  0.010000
0.601548  0.010000
0.552822  0.010000
0.528487  0.010000
0.511058  0.010000
0.486337  0.010000
0.494306  0.010000
0.484009  0.010000
0.474383  0.010000
 1
1.805345  0.010000
1.497237  0.010000
1.228150  0.010000
1.109487  0.010000
1.003705  0.010000
0.940381  0.010000
0.927485  0.010000
0.907917  0.010000
0.909788  0.010000
0.898559  0.010000
0.895834  0.010000
 1
2.367491  0.010000
1.938792  0.010000
1.596288  0.010000
1.453740  0.010000
1.349672  0.010000
1.256344  0.010000
1.202038  0.010000
1.195643  0.010000
1.161971  0.010000
1.149537  0.010000
1.164113  0.010000
 1
2.562339  0.010000
2.124729  0.010000
1.840877  0.010000
1.654218  0.010000
1.477259  0.010000
1.350781  0.010000
1.324374  0.010000
1.312400  0.010000
1.280059  0.010000
1.248249  0.010000
1.253696  0.010000
 1
2.369981  0.010000
1.951986  0.010000
1.613114  0.010000
1.452828  0.010000
1.318151  0.010000
1.243078  0.010000
1.203873  0.010000
1.195813  0.010000
1.154725  0.010000
1.161708  0.010000
1.159642  0.010000
 0
 0
 0
 0
 1
0.980705  0.010000
0.814629  0.010000
0.668398  0.010000
0.593092  0.010000
0.551183  0.010000
0.516602  0.010000
0.498824  0.010000
0.486449  0.010000
0.488341  0.010000
0.465324  0.010000
0.476955  0.010000
 1
1.816509  0.010000
1.485476  0.010000
1.241375  0.010000
1.104528  0.010000
1.019638  0.010000
0.968099  0.010000
0.926577  0.010000
0.913649  0.010000
0.906498  0.010000
0.892018  0.010000
0.892982  0.010000
 1
2.367203  0.010000
1.963353  0.010000
1.603089  0.010000
1.434059  0.010000
1.338650  0.010000
1.251167  0.010000
1.216840  0.010000
1.186153  0.010000
1.165513  0.010000
1.135487  0.010000
1.165616  0.010000
 1
2.573532  0.010000
2.124778  0.010000
1.835755  0.010000
1.640559  0.010000
1.464345  0.010000
1.381694  0.010000
1.326981  0.010000
1.281374  0.010000
1.255743  0.010000
1.261044  0.010000
1.260945  0.010000
 0
 0
 0
 0
 0
 1
0.993578  0.010000
0.808269  0.010000
0.655802  0.010000
0.603658  0.010000
0.536132  0.010000
0.508055  0.010000
0.494817  0.010000
0.479729  0.010000
0.483496  0.010000
0.473277  0.010000
0.476582  0.010000
 1
1.812654  0.010000
1.486670  0.010000
1.226651  0.010000
1.121356  0.010000
1.017738  0.010000
0.956477  0.010000
0.911099  0.010000
0.892280  0.010000
0.878150  0.010000
0.916594  0.010000
0.895025  0.010000
 1
2.377550  0.010000
1.938412  0.010000
1.597515  0.010000
1.454236  0.010000
1.337432  0.010000
1.232134  0.010000
1.205274  0.010000
1.186434  0.010000
1.153334  0.010000
1.172194  0.010000
1.152792  0.010000
 0
 0
 0
 0
 0
 0
 1
1.006355  0.010000
0.805948  0.010000
0.673203  0.010000
0.591051  0.010000
0.543320  0.010000
0.507596  0.010000
0.506848  0.010000
0.506580  0.010000
0.481790  0.010000
0.488149  0.010000
0.475895  0.010000
 1
1.822965  0.010000
1.506558  0.010000
1.236051  0.010000
1.101502  0.010000
1.005661  0.010000
0.956642  0.010000
0.926229  0.010000
0.902213  0.010000
0.901909  0.010000
0.905494  0.010000
0.885062  0.010000
 0
 0
 0
 0
 0
 0
 0
 1
0.982034  0.010000
0.785254  0.010000
0.659229  0.010000
0.586617  0.010000
0.543951  0.010000
0.522881  0.010000
0.516548  0.010000
0.509970  0.010000
0.485000  0.010000
0.479038  0.010000
0.487577  0.010000
 0
 0
 0
 0
 0
 0
 0
 0
