           1          11
   2.7792635414440332E-002  0.19549483838386250     
   4.3919399449280326E-003   1.4342021666081161E-004
   8.3974512788763857E-003   8.6378267823340894E-003
   8.9161162786083568E-003   1.5994253828188927E-002
   5.8088762880859146E-003   2.3148628050263186E-003
   5.7805003876263512E-003   2.5626847267995318E-002
   8.7735132133596374E-003   2.2097419857070182E-002
   5.2599875564360958E-003   1.6954485242477262E-002
   6.0419227987392626E-004   3.9811674701006076E-003
   3.2143333537793563E-003   2.8346381813368383E-002
   7.0186063747244443E-003   5.6001419028267590E-003
   9.5516043742819700E-003   1.5701118173473777E-002
